case_id,activity,timestamp,owner,detail,amount_inr,entity,po_present,grn_present,exception_type,invoice_status
AP-2068,Duplicate cleared,2026-06-11T13:00:00,Controller,Confirmed invoice is valid single claim,95000,Asteron India,Yes,Yes,Duplicate review,Exception
AP-2068,Three-way match,2026-06-11T20:00:00,AP analyst,Match completed after duplicate clearance,95000,Asteron India,Yes,Yes,None,Open
AP-2068,Approval requested,2026-06-12T02:00:00,Workflow,Approval requested post-review,95000,Asteron India,Yes,Yes,None,Pending approval
AP-2068,Approved,2026-06-12T11:00:00,Budget owner,Approved after duplicate clearance,95000,Asteron India,Yes,Yes,None,Approved
AP-2068,Payment ready,2026-06-12T19:00:00,AP controller,Returned to payment queue,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2069,Invoice received,2026-06-10T03:00:00,AP intake,Invoice received from Zenith Services,265000,Asteron UK,Yes,Yes,None,Open
AP-2069,Duplicate review,2026-06-10T08:00:00,AP analyst,Possible duplicate invoice detected,265000,Asteron UK,Yes,Yes,Duplicate review,Exception
AP-2069,Duplicate review reopened,2026-06-11T02:00:00,Controller,Supporting evidence inconclusive on first pass,265000,Asteron UK,Yes,Yes,Duplicate review,Exception
AP-2069,Duplicate cleared,2026-06-11T16:00:00,Controller,Confirmed invoice is valid single claim,265000,Asteron UK,Yes,Yes,Duplicate review,Exception
AP-2069,Three-way match,2026-06-11T23:00:00,AP analyst,Match completed after duplicate clearance,265000,Asteron UK,Yes,Yes,None,Open
AP-2069,Approval requested,2026-06-12T05:00:00,Workflow,Approval requested post-review,265000,Asteron UK,Yes,Yes,None,Pending approval
AP-2069,Approved,2026-06-12T14:00:00,Budget owner,Approved after duplicate clearance,265000,Asteron UK,Yes,Yes,None,Approved
AP-2069,Payment ready,2026-06-12T22:00:00,AP controller,Returned to payment queue,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2070,Invoice received,2026-06-10T06:00:00,AP intake,Invoice received from BluePeak Systems,560000,Asteron GCC,Yes,Yes,None,Open
AP-2070,Duplicate review,2026-06-10T11:00:00,AP analyst,Possible duplicate invoice detected,560000,Asteron GCC,Yes,Yes,Duplicate review,Exception
AP-2070,Duplicate review reopened,2026-06-11T05:00:00,Controller,Supporting evidence inconclusive on first pass,560000,Asteron GCC,Yes,Yes,Duplicate review,Exception
AP-2070,Duplicate cleared,2026-06-11T19:00:00,Controller,Confirmed invoice is valid single claim,560000,Asteron GCC,Yes,Yes,Duplicate review,Exception
AP-2070,Three-way match,2026-06-12T02:00:00,AP analyst,Match completed after duplicate clearance,560000,Asteron GCC,Yes,Yes,None,Open
AP-2070,Approval requested,2026-06-12T08:00:00,Workflow,Approval requested post-review,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2070,Approved,2026-06-12T17:00:00,Budget owner,Approved after duplicate clearance,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2070,Payment ready,2026-06-13T01:00:00,AP controller,Returned to payment queue,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2071,Invoice received,2026-06-10T09:00:00,AP intake,Invoice received from Nova Components,95000,Asteron India,Yes,Yes,None,Open
AP-2071,Duplicate review,2026-06-10T14:00:00,AP analyst,Possible duplicate invoice detected,95000,Asteron India,Yes,Yes,Duplicate review,Exception
AP-2071,Duplicate review reopened,2026-06-11T08:00:00,Controller,Supporting evidence inconclusive on first pass,95000,Asteron India,Yes,Yes,Duplicate review,Exception
AP-2071,Duplicate cleared,2026-06-11T22:00:00,Controller,Confirmed invoice is valid single claim,95000,Asteron India,Yes,Yes,Duplicate review,Exception
AP-2071,Three-way match,2026-06-12T05:00:00,AP analyst,Match completed after duplicate clearance,95000,Asteron India,Yes,Yes,None,Open
AP-2071,Approval requested,2026-06-12T11:00:00,Workflow,Approval requested post-review,95000,Asteron India,Yes,Yes,None,Pending approval
AP-2071,Approved,2026-06-12T20:00:00,Budget owner,Approved after duplicate clearance,95000,Asteron India,Yes,Yes,None,Approved
AP-2071,Payment ready,2026-06-13T04:00:00,AP controller,Returned to payment queue,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2072,Invoice received,2026-06-10T12:00:00,AP intake,Invoice received from Harbor Logistics,265000,Asteron UK,Yes,Yes,None,Open
AP-2072,Duplicate review,2026-06-10T17:00:00,AP analyst,Possible duplicate invoice detected,265000,Asteron UK,Yes,Yes,Duplicate review,Exception
AP-2072,Duplicate review reopened,2026-06-11T11:00:00,Controller,Supporting evidence inconclusive on first pass,265000,Asteron UK,Yes,Yes,Duplicate review,Exception
AP-2072,Duplicate cleared,2026-06-12T01:00:00,Controller,Confirmed invoice is valid single claim,265000,Asteron UK,Yes,Yes,Duplicate review,Exception
AP-2072,Three-way match,2026-06-12T08:00:00,AP analyst,Match completed after duplicate clearance,265000,Asteron UK,Yes,Yes,None,Open
AP-2072,Approval requested,2026-06-12T14:00:00,Workflow,Approval requested post-review,265000,Asteron UK,Yes,Yes,None,Pending approval
AP-2072,Approved,2026-06-12T23:00:00,Budget owner,Approved after duplicate clearance,265000,Asteron UK,Yes,Yes,None,Approved
AP-2072,Payment ready,2026-06-13T07:00:00,AP controller,Returned to payment queue,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2073,Invoice received,2026-06-10T15:00:00,AP intake,Invoice received from Maple Industrial,560000,Asteron GCC,Yes,Yes,None,Open
AP-2073,Duplicate review,2026-06-10T20:00:00,AP analyst,Possible duplicate invoice detected,560000,Asteron GCC,Yes,Yes,Duplicate review,Exception
AP-2073,Duplicate review reopened,2026-06-11T14:00:00,Controller,Supporting evidence inconclusive on first pass,560000,Asteron GCC,Yes,Yes,Duplicate review,Exception
AP-2073,Duplicate cleared,2026-06-12T04:00:00,Controller,Confirmed invoice is valid single claim,560000,Asteron GCC,Yes,Yes,Duplicate review,Exception
AP-2073,Three-way match,2026-06-12T11:00:00,AP analyst,Match completed after duplicate clearance,560000,Asteron GCC,Yes,Yes,None,Open
AP-2073,Approval requested,2026-06-12T17:00:00,Workflow,Approval requested post-review,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2073,Approved,2026-06-13T02:00:00,Budget owner,Approved after duplicate clearance,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2073,Payment ready,2026-06-13T10:00:00,AP controller,Returned to payment queue,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2074,Invoice received,2026-06-10T18:00:00,AP intake,Invoice received from Zenith Services,95000,Asteron India,Yes,Yes,None,Open
AP-2074,Duplicate review,2026-06-10T23:00:00,AP analyst,Possible duplicate invoice detected,95000,Asteron India,Yes,Yes,Duplicate review,Exception
AP-2074,Duplicate review reopened,2026-06-11T17:00:00,Controller,Supporting evidence inconclusive on first pass,95000,Asteron India,Yes,Yes,Duplicate review,Exception
AP-2074,Duplicate cleared,2026-06-12T07:00:00,Controller,Confirmed invoice is valid single claim,95000,Asteron India,Yes,Yes,Duplicate review,Exception
AP-2074,Three-way match,2026-06-12T14:00:00,AP analyst,Match completed after duplicate clearance,95000,Asteron India,Yes,Yes,None,Open
AP-2074,Approval requested,2026-06-12T20:00:00,Workflow,Approval requested post-review,95000,Asteron India,Yes,Yes,None,Pending approval
AP-2074,Approved,2026-06-13T05:00:00,Budget owner,Approved after duplicate clearance,95000,Asteron India,Yes,Yes,None,Approved
AP-2074,Payment ready,2026-06-13T13:00:00,AP controller,Returned to payment queue,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2075,Invoice received,2026-06-10T21:00:00,AP intake,Invoice received from BluePeak Systems,265000,Asteron UK,Yes,Yes,None,Open
AP-2075,Duplicate review,2026-06-11T02:00:00,AP analyst,Possible duplicate invoice detected,265000,Asteron UK,Yes,Yes,Duplicate review,Exception
AP-2075,Duplicate review reopened,2026-06-11T20:00:00,Controller,Supporting evidence inconclusive on first pass,265000,Asteron UK,Yes,Yes,Duplicate review,Exception
AP-2075,Duplicate cleared,2026-06-12T10:00:00,Controller,Confirmed invoice is valid single claim,265000,Asteron UK,Yes,Yes,Duplicate review,Exception
AP-2075,Three-way match,2026-06-12T17:00:00,AP analyst,Match completed after duplicate clearance,265000,Asteron UK,Yes,Yes,None,Open
AP-2075,Approval requested,2026-06-12T23:00:00,Workflow,Approval requested post-review,265000,Asteron UK,Yes,Yes,None,Pending approval
AP-2075,Approved,2026-06-13T08:00:00,Budget owner,Approved after duplicate clearance,265000,Asteron UK,Yes,Yes,None,Approved
AP-2075,Payment ready,2026-06-13T16:00:00,AP controller,Returned to payment queue,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2076,Invoice received,2026-06-11T00:00:00,AP intake,Invoice received from Nova Components,560000,Asteron GCC,Yes,Yes,None,Open
AP-2076,Duplicate review,2026-06-11T05:00:00,AP analyst,Possible duplicate invoice detected,560000,Asteron GCC,Yes,Yes,Duplicate review,Exception
AP-2076,Duplicate review reopened,2026-06-11T23:00:00,Controller,Supporting evidence inconclusive on first pass,560000,Asteron GCC,Yes,Yes,Duplicate review,Exception
AP-2076,Duplicate cleared,2026-06-12T13:00:00,Controller,Confirmed invoice is valid single claim,560000,Asteron GCC,Yes,Yes,Duplicate review,Exception
AP-2076,Three-way match,2026-06-12T20:00:00,AP analyst,Match completed after duplicate clearance,560000,Asteron GCC,Yes,Yes,None,Open
AP-2076,Approval requested,2026-06-13T02:00:00,Workflow,Approval requested post-review,560000,Asteron GCC,Yes,Yes,None,Pending approval
AP-2076,Approved,2026-06-13T11:00:00,Budget owner,Approved after duplicate clearance,560000,Asteron GCC,Yes,Yes,None,Approved
AP-2076,Payment ready,2026-06-13T19:00:00,AP controller,Returned to payment queue,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2077,Invoice received,2026-06-11T03:00:00,AP intake,Invoice received from Harbor Logistics,265000,Asteron UK,Yes,Yes,None,Open
AP-2077,Three-way match,2026-06-11T10:00:00,AP analyst,Invoice matched without exception,265000,Asteron UK,Yes,Yes,None,Open
AP-2077,Approval requested,2026-06-11T15:00:00,Workflow,Approval routed to budget owner,265000,Asteron UK,Yes,Yes,Approval delay,Pending approval
AP-2077,Approval escalated,2026-06-12T21:00:00,Workflow,Reminder and escalation sent after SLA breach,265000,Asteron UK,Yes,Yes,Approval delay,Pending approval
AP-2077,Approved,2026-06-13T11:00:00,Budget owner,Approved after escalation,265000,Asteron UK,Yes,Yes,Approval delay,Approved
AP-2077,Payment ready,2026-06-13T19:00:00,AP controller,Ready for scheduled payment,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2078,Invoice received,2026-06-11T06:00:00,AP intake,Invoice received from Maple Industrial,560000,Asteron GCC,Yes,Yes,None,Open
AP-2078,Three-way match,2026-06-11T13:00:00,AP analyst,Invoice matched without exception,560000,Asteron GCC,Yes,Yes,None,Open
AP-2078,Approval requested,2026-06-11T18:00:00,Workflow,Approval routed to budget owner,560000,Asteron GCC,Yes,Yes,Approval delay,Pending approval
AP-2078,Approval escalated,2026-06-13T00:00:00,Workflow,Reminder and escalation sent after SLA breach,560000,Asteron GCC,Yes,Yes,Approval delay,Pending approval
AP-2078,Approved,2026-06-13T14:00:00,Budget owner,Approved after escalation,560000,Asteron GCC,Yes,Yes,Approval delay,Approved
AP-2078,Payment ready,2026-06-13T22:00:00,AP controller,Ready for scheduled payment,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2079,Invoice received,2026-06-11T09:00:00,AP intake,Invoice received from Zenith Services,95000,Asteron India,Yes,Yes,None,Open
AP-2079,Three-way match,2026-06-11T16:00:00,AP analyst,Invoice matched without exception,95000,Asteron India,Yes,Yes,None,Open
AP-2079,Approval requested,2026-06-11T21:00:00,Workflow,Approval routed to budget owner,95000,Asteron India,Yes,Yes,Approval delay,Pending approval
AP-2079,Approval escalated,2026-06-13T03:00:00,Workflow,Reminder and escalation sent after SLA breach,95000,Asteron India,Yes,Yes,Approval delay,Pending approval
AP-2079,Approved,2026-06-13T17:00:00,Budget owner,Approved after escalation,95000,Asteron India,Yes,Yes,Approval delay,Approved
AP-2079,Payment ready,2026-06-14T01:00:00,AP controller,Ready for scheduled payment,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2080,Invoice received,2026-06-11T12:00:00,AP intake,Invoice received from BluePeak Systems,265000,Asteron UK,Yes,Yes,None,Open
AP-2080,Three-way match,2026-06-11T19:00:00,AP analyst,Invoice matched without exception,265000,Asteron UK,Yes,Yes,None,Open
AP-2080,Approval requested,2026-06-12T00:00:00,Workflow,Approval routed to budget owner,265000,Asteron UK,Yes,Yes,Approval delay,Pending approval
AP-2080,Approval escalated,2026-06-13T06:00:00,Workflow,Reminder and escalation sent after SLA breach,265000,Asteron UK,Yes,Yes,Approval delay,Pending approval
AP-2080,Approved,2026-06-13T20:00:00,Budget owner,Approved after escalation,265000,Asteron UK,Yes,Yes,Approval delay,Approved
AP-2080,Payment ready,2026-06-14T04:00:00,AP controller,Ready for scheduled payment,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2081,Invoice received,2026-06-11T15:00:00,AP intake,Invoice received from Nova Components,560000,Asteron GCC,Yes,Yes,None,Open
AP-2081,Three-way match,2026-06-11T22:00:00,AP analyst,Invoice matched without exception,560000,Asteron GCC,Yes,Yes,None,Open
AP-2081,Approval requested,2026-06-12T03:00:00,Workflow,Approval routed to budget owner,560000,Asteron GCC,Yes,Yes,Approval delay,Pending approval
AP-2081,Approval escalated,2026-06-13T09:00:00,Workflow,Reminder and escalation sent after SLA breach,560000,Asteron GCC,Yes,Yes,Approval delay,Pending approval
AP-2081,Approved,2026-06-13T23:00:00,Budget owner,Approved after escalation,560000,Asteron GCC,Yes,Yes,Approval delay,Approved
AP-2081,Payment ready,2026-06-14T07:00:00,AP controller,Ready for scheduled payment,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2082,Invoice received,2026-06-11T18:00:00,AP intake,Invoice received from Harbor Logistics,95000,Asteron India,Yes,Yes,None,Open
AP-2082,Three-way match,2026-06-12T01:00:00,AP analyst,Invoice matched without exception,95000,Asteron India,Yes,Yes,None,Open
AP-2082,Approval requested,2026-06-12T06:00:00,Workflow,Approval routed to budget owner,95000,Asteron India,Yes,Yes,Approval delay,Pending approval
AP-2082,Approval escalated,2026-06-13T12:00:00,Workflow,Reminder and escalation sent after SLA breach,95000,Asteron India,Yes,Yes,Approval delay,Pending approval
AP-2082,Approved,2026-06-14T02:00:00,Budget owner,Approved after escalation,95000,Asteron India,Yes,Yes,Approval delay,Approved
AP-2082,Payment ready,2026-06-14T10:00:00,AP controller,Ready for scheduled payment,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2083,Invoice received,2026-06-11T21:00:00,AP intake,Invoice received from Maple Industrial,265000,Asteron UK,Yes,Yes,None,Open
AP-2083,Three-way match,2026-06-12T04:00:00,AP analyst,Invoice matched without exception,265000,Asteron UK,Yes,Yes,None,Open
AP-2083,Approval requested,2026-06-12T09:00:00,Workflow,Approval routed to budget owner,265000,Asteron UK,Yes,Yes,Approval delay,Pending approval
AP-2083,Approval escalated,2026-06-13T15:00:00,Workflow,Reminder and escalation sent after SLA breach,265000,Asteron UK,Yes,Yes,Approval delay,Pending approval
AP-2083,Approved,2026-06-14T05:00:00,Budget owner,Approved after escalation,265000,Asteron UK,Yes,Yes,Approval delay,Approved
AP-2083,Payment ready,2026-06-14T13:00:00,AP controller,Ready for scheduled payment,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2084,Invoice received,2026-06-12T00:00:00,AP intake,Invoice received from Zenith Services,560000,Asteron GCC,Yes,Yes,None,Open
AP-2084,Three-way match,2026-06-12T07:00:00,AP analyst,Invoice matched without exception,560000,Asteron GCC,Yes,Yes,None,Open
AP-2084,Approval requested,2026-06-12T12:00:00,Workflow,Approval routed to budget owner,560000,Asteron GCC,Yes,Yes,Approval delay,Pending approval
AP-2084,Approval escalated,2026-06-13T18:00:00,Workflow,Reminder and escalation sent after SLA breach,560000,Asteron GCC,Yes,Yes,Approval delay,Pending approval
AP-2084,Approved,2026-06-14T08:00:00,Budget owner,Approved after escalation,560000,Asteron GCC,Yes,Yes,Approval delay,Approved
AP-2084,Payment ready,2026-06-14T16:00:00,AP controller,Ready for scheduled payment,560000,Asteron GCC,Yes,Yes,None,Payment ready
AP-2085,Invoice received,2026-06-12T03:00:00,AP intake,Invoice received from BluePeak Systems,95000,Asteron India,Yes,Yes,None,Open
AP-2085,Three-way match,2026-06-12T10:00:00,AP analyst,Invoice matched without exception,95000,Asteron India,Yes,Yes,None,Open
AP-2085,Approval requested,2026-06-12T15:00:00,Workflow,Approval routed to budget owner,95000,Asteron India,Yes,Yes,Approval delay,Pending approval
AP-2085,Approval escalated,2026-06-13T21:00:00,Workflow,Reminder and escalation sent after SLA breach,95000,Asteron India,Yes,Yes,Approval delay,Pending approval
AP-2085,Approved,2026-06-14T11:00:00,Budget owner,Approved after escalation,95000,Asteron India,Yes,Yes,Approval delay,Approved
AP-2085,Payment ready,2026-06-14T19:00:00,AP controller,Ready for scheduled payment,95000,Asteron India,Yes,Yes,None,Payment ready
AP-2086,Invoice received,2026-06-12T06:00:00,AP intake,Invoice received from Nova Components,265000,Asteron UK,Yes,Yes,None,Open
AP-2086,Three-way match,2026-06-12T13:00:00,AP analyst,Invoice matched without exception,265000,Asteron UK,Yes,Yes,None,Open
AP-2086,Approval requested,2026-06-12T18:00:00,Workflow,Approval routed to budget owner,265000,Asteron UK,Yes,Yes,Approval delay,Pending approval
AP-2086,Approval escalated,2026-06-14T00:00:00,Workflow,Reminder and escalation sent after SLA breach,265000,Asteron UK,Yes,Yes,Approval delay,Pending approval
AP-2086,Approved,2026-06-14T14:00:00,Budget owner,Approved after escalation,265000,Asteron UK,Yes,Yes,Approval delay,Approved
AP-2086,Payment ready,2026-06-14T22:00:00,AP controller,Ready for scheduled payment,265000,Asteron UK,Yes,Yes,None,Payment ready
AP-2087,Invoice received,2026-06-12T09:00:00,AP intake,Invoice received from Harbor Logistics,95000,Asteron India,Yes,Yes,None,Open
AP-2087,Three-way match,2026-06-12T16:00:00,AP analyst,Match completed but evidence pack incomplete,95000,Asteron India,Yes,Yes,Control violation,Exception
AP-2087,Approval requested,2026-06-12T20:00:00,Workflow,Approval routed with missing attachment evidence,95000,Asteron India,Yes,Yes,Control violation,Pending approval
AP-2087,Approved,2026-06-13T02:00:00,Budget owner,Approved before evidence completion,95000,Asteron India,Yes,Yes,Control violation,Approved
AP-2087,Payment ready,2026-06-13T07:00:00,AP controller,Moved to payment-ready state before evidence complete,95000,Asteron India,Yes,Yes,Control violation,Payment ready
AP-2087,Evidence completed,2026-06-13T17:00:00,Internal controls,Required evidence uploaded after the fact,95000,Asteron India,Yes,Yes,Control violation,Payment ready
AP-2088,Invoice received,2026-06-12T12:00:00,AP intake,Invoice received from Maple Industrial,265000,Asteron UK,Yes,Yes,None,Open
AP-2088,Three-way match,2026-06-12T19:00:00,AP analyst,Match completed but evidence pack incomplete,265000,Asteron UK,Yes,Yes,Control violation,Exception
AP-2088,Approval requested,2026-06-12T23:00:00,Workflow,Approval routed with missing attachment evidence,265000,Asteron UK,Yes,Yes,Control violation,Pending approval
AP-2088,Approved,2026-06-13T05:00:00,Budget owner,Approved before evidence completion,265000,Asteron UK,Yes,Yes,Control violation,Approved
AP-2088,Payment ready,2026-06-13T10:00:00,AP controller,Moved to payment-ready state before evidence complete,265000,Asteron UK,Yes,Yes,Control violation,Payment ready
AP-2088,Evidence completed,2026-06-13T20:00:00,Internal controls,Required evidence uploaded after the fact,265000,Asteron UK,Yes,Yes,Control violation,Payment ready
AP-2089,Invoice received,2026-06-12T15:00:00,AP intake,Invoice received from Zenith Services,560000,Asteron GCC,Yes,Yes,None,Open
AP-2089,Three-way match,2026-06-12T22:00:00,AP analyst,Match completed but evidence pack incomplete,560000,Asteron GCC,Yes,Yes,Control violation,Exception
AP-2089,Approval requested,2026-06-13T02:00:00,Workflow,Approval routed with missing attachment evidence,560000,Asteron GCC,Yes,Yes,Control violation,Pending approval
AP-2089,Approved,2026-06-13T08:00:00,Budget owner,Approved before evidence completion,560000,Asteron GCC,Yes,Yes,Control violation,Approved
AP-2089,Payment ready,2026-06-13T13:00:00,AP controller,Moved to payment-ready state before evidence complete,560000,Asteron GCC,Yes,Yes,Control violation,Payment ready
AP-2089,Evidence completed,2026-06-13T23:00:00,Internal controls,Required evidence uploaded after the fact,560000,Asteron GCC,Yes,Yes,Control violation,Payment ready
AP-2090,Invoice received,2026-06-12T18:00:00,AP intake,Invoice received from BluePeak Systems,95000,Asteron India,Yes,Yes,None,Open
AP-2090,Three-way match,2026-06-13T01:00:00,AP analyst,Match completed but evidence pack incomplete,95000,Asteron India,Yes,Yes,Control violation,Exception
AP-2090,Approval requested,2026-06-13T05:00:00,Workflow,Approval routed with missing attachment evidence,95000,Asteron India,Yes,Yes,Control violation,Pending approval
AP-2090,Approved,2026-06-13T11:00:00,Budget owner,Approved before evidence completion,95000,Asteron India,Yes,Yes,Control violation,Approved
AP-2090,Payment ready,2026-06-13T16:00:00,AP controller,Moved to payment-ready state before evidence complete,95000,Asteron India,Yes,Yes,Control violation,Payment ready
AP-2090,Evidence completed,2026-06-14T02:00:00,Internal controls,Required evidence uploaded after the fact,95000,Asteron India,Yes,Yes,Control violation,Payment ready
