sku_id,product_id,product_code,price,product_name,description,category,brand,rating
1530,P01530,FA-01530,4379.12,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.2
1531,P01531,FA-01531,1949.89,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.8
1532,P01532,EL-01532,16907.75,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,4.7
1533,P01533,FA-01533,2612.95,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.8
1534,P01534,PE-01534,1605.51,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,3.6
1535,P01535,PE-01535,1788.97,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.2
1536,P01536,EL-01536,147724.82,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,4.6
1537,P01537,EL-01537,237451.51,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,4.6
1538,P01538,FA-01538,1593.7,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.1
1539,P01539,FA-01539,2625.68,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.4
1540,P01540,PE-01540,333.91,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.5
1541,P01541,FA-01541,2137.03,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,3.6
1542,P01542,PE-01542,427.57,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,3.6
1543,P01543,EL-01543,981.13,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,4.5
1544,P01544,FA-01544,3687.06,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.6
1545,P01545,EL-01545,111099.24,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,3.7
1546,P01546,GR-01546,639.13,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.4
1547,P01547,FA-01547,1952.15,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.2
1548,P01548,FA-01548,1793.42,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.2
1549,P01549,FA-01549,1199.25,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.2
1550,P01550,GR-01550,307.49,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.9
1551,P01551,EL-01551,146454.94,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,4.4
1552,P01552,EL-01552,20633.36,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,3.6
1553,P01553,FA-01553,2200.54,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.0
1554,P01554,PE-01554,300.91,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.6
1555,P01555,EL-01555,3592.02,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.0
1556,P01556,GR-01556,740.05,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.9
1557,P01557,PE-01557,149.36,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,3.5
1558,P01558,FA-01558,1072.57,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.2
1559,P01559,FA-01559,2362.25,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.6
1560,P01560,PE-01560,246.58,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.7
1561,P01561,GR-01561,284.39,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,3.8
1562,P01562,PE-01562,560.11,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.5
1563,P01563,FA-01563,1495.67,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.1
1564,P01564,GR-01564,841.25,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.5
1565,P01565,PE-01565,1855.56,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,3.8
1566,P01566,GR-01566,71.49,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.3
1567,P01567,FA-01567,1592.79,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.5
1568,P01568,GR-01568,312.99,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.7
1569,P01569,PE-01569,332.98,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.5
1570,P01570,EL-01570,15954.6,Samsung Galaxy Buds 3 Pro,Crystal clear 24bit/96kHz studio quality sound.,Electronics,Samsung,4.6
1571,P01571,GR-01571,294.26,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.6
1572,P01572,FA-01572,1783.78,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.0
1573,P01573,EL-01573,2828.45,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.0
1574,P01574,FA-01574,1028.43,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.6
1575,P01575,FA-01575,1412.24,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.2
1576,P01576,PE-01576,231.84,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.7
1577,P01577,EL-01577,4090.11,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.8
1578,P01578,EL-01578,205569.57,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,4.0
1579,P01579,PE-01579,634.77,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,3.6
1580,P01580,EL-01580,120730.78,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,4.4
1581,P01581,FA-01581,1856.81,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.1
1582,P01582,EL-01582,128695.37,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.8
1583,P01583,GR-01583,861.36,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.5
1584,P01584,GR-01584,278.3,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.3
1585,P01585,GR-01585,279.38,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.0
1586,P01586,EL-01586,3068.17,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.1
1587,P01587,FA-01587,2373.53,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.9
1588,P01588,PE-01588,190.9,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,3.9
1589,P01589,EL-01589,3064.68,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,3.9
1590,P01590,EL-01590,17676.18,Samsung Galaxy Buds 3 Pro,Crystal clear 24bit/96kHz studio quality sound.,Electronics,Samsung,4.0
1591,P01591,PE-01591,114.68,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.4
1592,P01592,PE-01592,397.58,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.7
1593,P01593,GR-01593,251.22,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.7
1594,P01594,FA-01594,3366.46,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.6
1595,P01595,PE-01595,308.86,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.3
1596,P01596,EL-01596,1381.77,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,3.8
1597,P01597,PE-01597,364.31,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.9
1598,P01598,FA-01598,3444.23,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.6
1599,P01599,EL-01599,19753.32,Samsung Galaxy Buds 3 Pro,Crystal clear 24bit/96kHz studio quality sound.,Electronics,Samsung,4.3
1600,P01600,GR-01600,859.66,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.7
1601,P01601,EL-01601,889.09,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,3.6
1602,P01602,GR-01602,243.91,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.6
1603,P01603,FA-01603,900.28,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.7
1604,P01604,FA-01604,1659.44,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.1
1605,P01605,EL-01605,15637.52,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,4.7
1606,P01606,PE-01606,528.83,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,4.0
1607,P01607,EL-01607,4583.99,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.2
1608,P01608,FA-01608,2178.15,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.4
1609,P01609,GR-01609,734.49,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.7
1610,P01610,GR-01610,81.9,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.3
1611,P01611,FA-01611,2277.21,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.1
1612,P01612,PE-01612,194.11,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.6
1613,P01613,FA-01613,2417.63,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.2
1614,P01614,FA-01614,1850.23,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.0
1615,P01615,PE-01615,310.49,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.2
1616,P01616,FA-01616,1139.57,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.5
1617,P01617,EL-01617,131919.97,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,4.5
1618,P01618,FA-01618,3775.7,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.9
1619,P01619,FA-01619,1531.76,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.5
1620,P01620,EL-01620,4280.13,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.3
1621,P01621,FA-01621,2393.59,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.4
1622,P01622,FA-01622,1221.19,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.3
1623,P01623,PE-01623,407.66,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.5
1624,P01624,GR-01624,314.18,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.6
1625,P01625,EL-01625,4022.39,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.7
1626,P01626,FA-01626,3289.11,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.1
1627,P01627,EL-01627,19716.21,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,4.0
1628,P01628,PE-01628,508.57,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.3
1629,P01629,GR-01629,71.37,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.8
1630,P01630,FA-01630,2135.44,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.0
1631,P01631,FA-01631,2152.13,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.9
1632,P01632,FA-01632,2370.32,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.5
1633,P01633,PE-01633,254.82,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.8
1634,P01634,EL-01634,17078.07,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,4.8
1635,P01635,FA-01635,2568.93,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.6
1636,P01636,EL-01636,130482.61,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,3.5
1637,P01637,EL-01637,1002.01,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,4.4
1638,P01638,FA-01638,2425.65,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,3.9
1639,P01639,GR-01639,64.43,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.8
1640,P01640,GR-01640,74.94,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.9
1641,P01641,FA-01641,2272.67,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.1
1642,P01642,FA-01642,2420.91,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.6
1643,P01643,PE-01643,135.28,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.7
1644,P01644,EL-01644,139133.57,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.1
1645,P01645,GR-01645,256.24,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.7
1646,P01646,FA-01646,2102.93,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.8
1647,P01647,PE-01647,210.45,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.8
1648,P01648,GR-01648,681.23,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.7
1649,P01649,PE-01649,353.75,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,3.7
1650,P01650,FA-01650,1831.46,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.6
1651,P01651,PE-01651,1505.44,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,3.7
1652,P01652,EL-01652,18907.21,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,4.7
1653,P01653,FA-01653,1133.11,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.7
1654,P01654,EL-01654,3337.91,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.4
1655,P01655,FA-01655,2141.46,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.8
1656,P01656,PE-01656,507.16,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,3.6
1657,P01657,PE-01657,573.99,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.0
1658,P01658,FA-01658,1046.97,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.6
1659,P01659,GR-01659,729.77,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.7
1660,P01660,GR-01660,87.53,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.3
1661,P01661,EL-01661,1478.11,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,4.5
1662,P01662,FA-01662,1534.44,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.4
1663,P01663,FA-01663,1772.86,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.0
1664,P01664,FA-01664,1142.12,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.7
1665,P01665,GR-01665,54.66,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.3
1666,P01666,GR-01666,97.57,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.2
1667,P01667,EL-01667,120640.27,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.8
1668,P01668,FA-01668,2414.28,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,3.9
1669,P01669,PE-01669,526.26,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,4.2
1670,P01670,FA-01670,2863.07,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.0
1671,P01671,GR-01671,806.51,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.8
1672,P01672,EL-01672,3558.62,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.8
1673,P01673,PE-01673,101.13,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,3.6
1674,P01674,PE-01674,467.44,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.4
1675,P01675,GR-01675,300.75,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,3.9
1676,P01676,GR-01676,780.83,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.6
1677,P01677,EL-01677,1282.45,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,3.7
1678,P01678,EL-01678,238901.31,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,3.5
1679,P01679,PE-01679,522.47,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,3.8
1680,P01680,PE-01680,2168.27,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,3.6
1681,P01681,EL-01681,1665.59,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,3.9
1682,P01682,GR-01682,765.97,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.7
1683,P01683,EL-01683,125712.65,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,3.9
1684,P01684,FA-01684,2403.82,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.3
1685,P01685,PE-01685,530.14,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,3.7
1686,P01686,PE-01686,674.72,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,3.6
1687,P01687,EL-01687,1041.26,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,4.6
1688,P01688,EL-01688,1065.94,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,3.9
1689,P01689,EL-01689,18754.69,Samsung Galaxy Buds 3 Pro,Crystal clear 24bit/96kHz studio quality sound.,Electronics,Samsung,4.7
1690,P01690,GR-01690,53.56,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.1
1691,P01691,FA-01691,1830.95,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.9
1692,P01692,EL-01692,3073.44,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.0
1693,P01693,EL-01693,146502.24,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,3.9
1694,P01694,GR-01694,68.29,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.1
1695,P01695,PE-01695,313.92,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.3
1696,P01696,EL-01696,964.0,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,4.5
1697,P01697,FA-01697,1110.18,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.4
1698,P01698,GR-01698,344.55,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.8
1699,P01699,FA-01699,1445.58,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,3.6
1700,P01700,GR-01700,77.74,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.4
1701,P01701,PE-01701,203.98,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.8
1702,P01702,GR-01702,330.52,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,3.8
1703,P01703,GR-01703,261.83,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.8
1704,P01704,GR-01704,614.38,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.4
1705,P01705,EL-01705,3874.5,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,3.5
1706,P01706,PE-01706,666.39,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.1
1707,P01707,FA-01707,2157.51,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.5
1708,P01708,EL-01708,3841.35,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.4
1709,P01709,FA-01709,1797.54,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.8
1710,P01710,EL-01710,121846.09,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,4.0
1711,P01711,FA-01711,1403.4,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.9
1712,P01712,EL-01712,3227.41,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.7
1713,P01713,EL-01713,126007.09,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.6
1714,P01714,EL-01714,2215.81,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,3.8
1715,P01715,PE-01715,436.92,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.1
1716,P01716,EL-01716,1064.13,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,3.9
1717,P01717,PE-01717,2438.11,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.4
1718,P01718,FA-01718,2174.88,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.5
1719,P01719,EL-01719,18153.54,Samsung Galaxy Buds 3 Pro,Crystal clear 24bit/96kHz studio quality sound.,Electronics,Samsung,4.1
1720,P01720,GR-01720,396.97,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.4
1721,P01721,PE-01721,286.46,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.7
1722,P01722,EL-01722,1719.31,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.5
1723,P01723,EL-01723,1196.75,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,3.9
1724,P01724,PE-01724,164.52,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.6
1725,P01725,FA-01725,1564.87,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.8
1726,P01726,PE-01726,327.96,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.1
1727,P01727,GR-01727,303.88,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.2
